"","State","County","fips","frac_coll_plus2010","foreign_share2010","med_hhinc2016","poor_share2010","share_white2010","share_black2010","share_hisp2010","share_asian2010","gsmn_math_g3_2013","rent_twobed2015","singleparent_share2010","traveltime15_2010","emp2000","ln_wage_growth_hs_grad","popdensity2010","ann_avg_job_growth_2004_2013","job_density_2013","turnout.rate"
"1","Alabama","Autauga County",1001,0.22199036,0.020154603,54052.8044565795,0.10591765,0.77246159,0.18134174,0.024005424,0.0078302799,2.7598643,739.36542,0.28337586,0.20416254,0.60958648,-0.06331379,91.802681,0.010145103,40.719135,0.661836554732
"2","Alabama","Baldwin County",1003,0.26071036,0.037591625,52003.0934737882,0.1229422,0.8350479,0.09752284,0.043848243,0.0059535136,2.7925096,816.84521,0.27786639,0.27532622,0.57702631,0.030092912,114.64751,0.012950056,50.085987,0.65290559927613
"3","Alabama","Barbour County",1005,0.13349621,0.02814395,33114.8548275485,0.25063077,0.46753106,0.47190151,0.050515354,0.0036882064,1.6000091,527.29077,0.4680706,0.37604919,0.453271,0.18936642,31.029207,-0.020755908,9.2306719,0.54027121430039
"4","Alabama","Bibb County",1007,0.099240527,0.0068591884,39846.4465197469,0.12684989,0.7502073,0.22282349,0.017717652,0.00074187212,1.5316743,604.27759,0.32013631,0.25268301,0.49424064,-0.020072633,36.806339,-0.0046446533,12.875392,0.545697548768697
"5","Alabama","Blount County",1009,0.1263345,0.047343444,46361.1223962876,0.13313791,0.8888734,0.015002966,0.080701999,0.0018735955,2.8154035,567.69586,0.2589052,0.19434378,0.57780957,0.0964626,88.902191,-0.008120399,36.175354,0.641909814323607
"6","Alabama","Bullock County",1011,0.10972187,0.01349327,31304.7833974711,0.28044859,0.21916804,0.70221734,0.071192965,0.0017932489,1.039439,266,0.57786363,0.39213505,0.37466386,0.36383346,17.523945,0.026254078,6.9540229,0.590804303278688
"7","Alabama","Butler County",1013,0.10806212,0.011251595,34026.9872535447,0.2555584,0.54060245,0.43562323,0.0091182506,0.0087014381,1.5268495,524.55286,0.51096302,0.35295179,0.48403466,0.010279955,26.96475,-0.00024342755,10.563457,0.629177718832891
"8","Alabama","Calhoun County",1015,0.1634185,0.025508069,42474.4730644984,0.20056167,0.73613501,0.21114597,0.032832373,0.0061742039,3.2839758,618.74536,0.39710364,0.31467241,0.54225862,0.098773666,200.31219,-0.016005199,72.892357,0.578550191779578
"9","Alabama","Chambers County",1017,0.10888611,0.0088536562,35054.8600613766,0.20377946,0.58141166,0.39172876,0.015665643,0.0046357615,2.1440363,652.08014,0.40971935,0.27802211,0.54817635,-0.038835149,57.356522,-0.010350547,23.566212,0.585212696710955
"10","Alabama","Cherokee County",1019,0.10722729,0.0049979342,38793.7199969218,0.17228937,0.92073572,0.050559852,0.012312901,0.0020008464,1.712031,607.31073,0.24086754,0.26244637,0.52871585,0.12870842,46.93697,-0.0082949791,19.232437,0.5950849015529
"11","Alabama","Chilton County",1021,0.12215477,0.039485548,42600.3308663474,0.18464307,0.81101209,0.09958069,0.078363083,0.002388821,3.1304917,594.58862,0.30526346,0.23589729,0.57104445,0.10126027,62.990181,-0.003689972,26.109396,0.595106015779093
"12","Alabama","Choctaw County",1023,0.10668433,0.0034914624,33545.7596507685,0.18936156,0.55559564,0.43509632,0.0052673356,0.001324982,1.9019498,496.59229,0.37976441,0.25258994,0.44178951,0.4131563,15.171319,-0.017208306,4.6743293,0.732914375490966
"13","Alabama","Clarke County",1025,0.13354266,0.0023420858,32990.1721441567,0.2898961,0.53973603,0.44032827,0.010490458,0.0029742504,1.4487185,493.00317,0.34984079,0.37438929,0.49512899,0.055336248,20.858887,-0.030748706,5.7692385,0.702970297029703
"14","Alabama","Clay County",1027,0.096151501,0.018981127,38532.5538329027,0.18940292,0.80289978,0.1546081,0.028639104,0.0015073213,1.6756015,383.59851,0.2960484,0.2929689,0.52708459,0.04678918,23.067715,-0.012092866,8.1843033,0.664047527788425
"15","Alabama","Cleburne County",1029,0.085138939,0.010642632,35424.6116083356,0.17499053,0.93213999,0.037069194,0.020504942,0.0015362009,3.0739887,530.44354,0.35940245,0.25270006,0.55804032,0.25920442,26.73094,-0.017793171,9.6107836,0.631509961551905
"16","Alabama","Coffee County",1031,0.22555889,0.046599746,48731.1422679587,0.17204374,0.72343236,0.17299992,0.063666217,0.011852509,3.3043158,635.03894,0.35329986,0.3423388,0.52624398,0.049714852,73.563934,-0.00018012787,28.138044,0.572122052704577
"17","Alabama","Colbert County",1033,0.16347194,0.016148681,44635.2458844712,0.15770689,0.79617107,0.16647682,0.020081576,0.0039874022,2.5650976,599.2428,0.28902519,0.36768466,0.53371429,-0.14369418,91.843155,-0.0051766243,37.017036,0.648300553308225
"18","Alabama","Conecuh County",1035,0.095982991,0.00055668474,27179.6545207136,0.30871755,0.5113396,0.46726641,0.012171152,0.0011339582,3.0408378,450.09814,0.38929418,0.34183317,0.44579414,0.12384813,15.559479,-0.011007579,4.9296775,0.665942928039702
"19","Alabama","Coosa County",1037,0.11157417,0.0055183675,32466.4531588526,0.15943986,0.65898257,0.3116388,0.019932404,0.0012132768,1.5093206,499.83136,0.30879378,0.16920446,0.50675154,0.11300989,17.727053,-0.013254521,6.212688,0.617073994819236
"20","Alabama","Covington County",1039,0.13228455,0.012936896,38438.1421421952,0.18594746,0.84075201,0.12996161,0.01278962,0.0039056989,3.3432653,561.96057,0.34660915,0.45807952,0.51398855,0.030281421,36.648823,-0.008994069,14.331519,0.60338560598193
"21","Alabama","Crenshaw County",1041,0.09997008,0.039643571,37405.6574140659,0.17299487,0.72055227,0.24032792,0.014669927,0.013591256,3.1199837,481.36026,0.34091324,0.29200277,0.51021713,0.074572064,22.840193,0.0081381751,9.5723171,0.625248039308325
"22","Alabama","Cullman County",1043,0.13853914,0.026190663,40006.7653160212,0.16704641,0.9273935,0.01228764,0.042956993,0.0039708302,3.8820558,586.08502,0.26389104,0.29893169,0.57696313,0.054961674,109.41959,-0.009722326,45.454731,0.657817387340658
"23","Alabama","Dale County",1045,0.17768152,0.036627442,44360.6107142146,0.14918132,0.71053314,0.20180693,0.056138188,0.0091515752,2.1926258,588.37555,0.35928267,0.35344353,0.50794131,0.052383237,89.549873,-0.0010409254,34.25103,0.529325002011317
"24","Alabama","Dallas County",1047,0.14476024,0.0083448328,29831.2297352807,0.30944481,0.28927431,0.69707894,0.0070515745,0.0035989117,2.4282541,541.53705,0.52397567,0.39418447,0.44789419,NA,44.773907,-0.0032486201,14.612315,0.621854004943085
"25","Alabama","DeKalb County",1049,0.10936511,0.072960965,38165.2668438594,0.19802214,0.81560701,0.01745208,0.13626967,0.0024118305,1.8044913,537.62146,0.28208095,0.32756481,0.58264607,0.042005964,91.506424,-0.013056695,34.517105,0.588532477947073
"26","Alabama","Elmore County",1051,0.20373544,0.021042813,53344.9163209462,0.1244408,0.74964374,0.20496072,0.0268464,0.0047246004,2.4378459,764.48303,0.29144984,0.18257049,0.55459809,0.12536113,128.222,0.010114059,56.037201,0.65746883312502
"27","Alabama","Escambia County",1053,0.11105679,0.010959821,34020.0272971633,0.23885591,0.61348158,0.32326001,0.018737441,0.0023226077,2.5624282,519.14667,0.42704022,0.39903498,0.48444206,0.090256743,40.545689,-0.0012843945,13.824198,0.559246370698443
"28","Alabama","Etowah County",1055,0.15570724,0.022847924,42642.3967633822,0.16932258,0.79277027,0.15649718,0.033007756,0.0056070504,2.2325947,594.91736,0.33432969,0.35915178,0.5353052,0.086972348,195.19954,-0.0094213998,75.773239,0.603372860357513
"29","Alabama","Fayette County",1057,0.095884889,0.0050521432,37609.1442491735,0.18006542,0.86027491,0.1183226,0.011832261,0.0023459294,2.8168795,409.69174,0.26102874,0.34947702,0.50597483,0.046975862,27.468737,-0.024270942,9.360178,0.679587564927514
"30","Alabama","Franklin County",1059,0.11616155,0.076557636,35948.9624653041,0.19352701,0.79639792,0.042455211,0.1485617,0.001860964,3.0787928,497.57953,0.28664014,0.3592076,0.53547692,0.44917172,50.020512,0.00066473644,19.844751,0.572899111819631
"31","Alabama","Geneva County",1061,0.080226541,0.016068012,37156.2627472938,0.1628221,0.84703249,0.10026129,0.034341171,0.0023516237,2.8225119,510.54282,0.37070119,0.26770177,0.53280365,0.20274527,46.639324,-0.0086330222,17.889723,0.614830425406783
"32","Alabama","Greene County",1063,0.10032849,0.0089018177,22044.6726368159,0.30788875,0.17269209,0.81592041,0.0076285242,0.0016066838,5.4682393,372.55276,0.67278886,0.27967024,0.4159196,-0.089182884,13.97753,-0.021473909,4.0394988,0.741344511721782
"33","Alabama","Hale County",1065,0.098670676,0.0089624589,34352.005393401,0.2393391,0.3942259,0.58991116,0.008883249,0.0026157261,3.3120985,486.48538,0.46639675,0.29135489,0.45844334,0.10966663,24.474216,-0.018936334,8.5193872,0.697756580109521
"34","Alabama","Henry County",1067,0.15416268,0.02323561,41867.6909027858,0.14818823,0.6780141,0.28933072,0.02248295,0.0031773541,2.3784873,575.60101,0.37913778,0.2766926,0.53514498,0.035202138,30.800123,-0.011446728,11.430331,0.687620174530395
"35","Alabama","Houston County",1069,0.18677431,0.021839429,43804.3616354988,0.16957289,0.68668693,0.26391721,0.029493732,0.0071158824,2.8737555,618.30261,0.39188695,0.37953565,0.59589309,0.063156322,175.13449,-0.0030852114,73.389641,0.578420564728284
"36","Alabama","Jackson County",1071,0.11945152,0.014583756,38397.1416010671,0.17339577,0.90061438,0.038213689,0.025156407,0.0030824849,2.9614308,579.71338,0.28713739,0.31320983,0.58901805,0.02157433,49.381744,-0.015782038,20.245522,0.584413015527643
"37","Alabama","Jefferson County",1073,0.28971264,0.041326102,53685.5975509745,0.15364602,0.51667511,0.42328686,0.03870815,0.012647657,2.3716967,771.40839,0.41032085,0.22250485,0.58719778,-0.015227763,592.53149,-0.0032881335,264.94409,0.660127143881656
"38","Alabama","Lamar County",1075,0.091274597,0.0024943692,34275.9855122219,0.18666232,0.86116451,0.11809943,0.012359242,0.00027464982,2.8613338,353.34503,0.37122279,0.30473191,0.51887506,0.080603622,24.078896,-0.0090894997,8.9179869,0.670363466915191
"39","Alabama","Lauderdale County",1077,0.21347624,0.018407382,45105.4110712013,0.1813309,0.85458803,0.10544823,0.022457367,0.0066236593,3.2964609,622.63464,0.3261081,0.33136326,0.55710036,0.17439049,138.84871,0.0039032674,60.031631,0.604435901630405
"40","Alabama","Lawrence County",1079,0.10559116,0.016513268,42143.0011066135,0.13738443,0.7693876,0.11919392,0.016715687,0.001055409,3.0386004,589.42346,0.24655522,0.2643382,0.5493868,0.20759758,49.717884,-0.014724162,18.956762,0.625770942306191
"41","Alabama","Lee County",1081,0.33768472,0.049550172,47042.2337443181,0.20106012,0.69805413,0.23204061,0.032592498,0.022684747,2.8300865,715.86157,0.35008961,0.36776847,0.59540117,0.04996052,230.8452,0.011852887,109.25919,0.577491654744874
"42","Alabama","Limestone County",1083,0.21240342,0.035056524,53043.9741610495,0.1312196,0.78654778,0.13141745,0.055458914,0.0097617861,2.4035375,612.83972,0.26054096,0.23197967,0.58838892,0.0091132931,147.84163,0.013184434,66.023499,0.669526904823422
"43","Alabama","Lowndes County",1085,0.1262159,0.0030825697,29663.6905035844,0.27049699,0.25143817,0.73572886,0.0076997965,0.00097353751,0.83335233,512.34241,0.50212449,0.11043181,0.44888741,NA,15.782666,-0.029381998,4.8092504,0.891831941544885
"44","Alabama","Macon County",1087,0.21686576,0.0037933183,31926.1002237554,0.29852092,0.15229349,0.82975948,0.010814843,0.0025906735,2.2081928,542.8725,0.60460061,0.31286404,0.44873267,NA,35.231556,-0.0058601662,12.486738,0.573692864189411
"45","Alabama","Madison County",1089,0.36884248,0.055314369,65813.9581943246,0.12136907,0.661403,0.24681388,0.046008047,0.021658584,2.6738648,741.83655,0.33147016,0.28154087,0.64190435,0.053998891,417.68411,0.0073876576,200.29092,0.69897146220321
"46","Alabama","Marengo County",1091,0.17990237,0.0028309964,31508.0486041756,0.23394524,0.45688877,0.51952255,0.016740382,0.0027984583,3.2559211,479.75916,0.45607638,0.40945071,0.47455299,NA,21.524607,-0.019491542,7.1195908,0.74621756691997
"47","Alabama","Marion County",1093,0.087795861,0.014767897,34855.240154666,0.17642032,0.92633867,0.041655835,0.020535482,0.0018242656,4.3869233,436.1011,0.28347364,0.39388403,0.51590365,NA,41.460884,-0.0089491922,15.49125,0.590800171159606
"48","Alabama","Marshall County",1095,0.1437083,0.073427506,39996.9810683839,0.19746757,0.83918339,0.019125124,0.12081403,0.0041351733,3.2309623,535.70343,0.31389651,0.3625578,0.57049847,0.10954669,164.3907,-0.0048764618,66.875679,0.590719499478624
"49","Alabama","Mobile County",1097,0.1940833,0.032830436,45875.676424851,0.19186655,0.59057802,0.35074288,0.024058577,0.01463706,2.9671228,741.09186,0.38946635,0.23352863,0.5567559,0.096037969,335.91797,0.0025887319,139.15895,0.587459508002181
"50","Alabama","Monroe County",1099,0.11204164,0.012927917,29748.3180162996,0.253995,0.54712152,0.42175308,0.0095370207,0.002590816,1.4252567,517.76801,0.40942591,0.38123053,0.50620991,NA,22.490555,-0.029697662,6.6717038,0.650884685784015
"51","Alabama","Montgomery County",1101,0.30478498,0.040899936,48109.9876745595,0.18946397,0.38410294,0.55131388,0.036248218,0.018493649,1.8751533,792.21655,0.45739698,0.29747367,0.58083791,0.011708957,292.46158,-8.8972789e-05,125.74179,0.592019539111066
"52","Alabama","Morgan County",1103,0.1871223,0.0517984,47338.9167461712,0.15244614,0.77483469,0.12413591,0.07662566,0.0053354194,2.8007281,605.04498,0.31561857,0.30754292,0.59090668,0.050586123,206.25337,0.0010815673,91.639397,0.608113920898327
"53","Alabama","Perry County",1105,0.13166387,0.0011367195,23203.9101123596,0.28285909,0.29666698,0.68680954,0.010763856,0.0039322441,3.0117438,521.97864,0.62069184,0.28723156,0.395235,NA,14.71659,-0.0081953043,4.2839437,0.735687157124771
"54","Alabama","Pickens County",1107,0.11494197,0.0045950143,32346.8053276613,0.25956264,0.55844223,0.41957864,0.015851311,0.00094304036,1.0639271,478.38358,0.45007908,0.26609835,0.4826467,0.063485049,22.402765,-0.010776023,7.6320982,0.625841532884516
"55","Alabama","Pike County",1109,0.25556156,0.03995204,33440.3153591294,0.28767753,0.57409042,0.37113589,0.022189124,0.018669847,2.4254091,574.30969,0.43535239,0.5010758,0.54777241,NA,48.949924,-0.0038191576,20.510494,0.532838004311672
"56","Alabama","Randolph County",1111,0.12487124,0.015638918,37534.2751713001,0.21426156,0.75415701,0.20617117,0.028324533,0.0025960291,2.209461,673.29266,0.38999614,0.35248384,0.52675211,NA,39.46788,-0.010759699,14.637894,0.610363277949873
"57","Alabama","Russell County",1113,0.11957746,0.015438262,39548.0394545489,0.22539032,0.521106,0.42308345,0.036753736,0.0038717962,2.0845604,639.38202,0.42330611,0.24436466,0.52877855,0.12757665,82.582588,0.016949587,36.198021,0.492586605080831
"58","Alabama","St. Clair County",1115,0.14495531,0.019870127,55328.7848623689,0.10688303,0.87264484,0.089457251,0.020528035,0.0051619862,2.7617831,665.41547,0.28922471,0.20107239,0.56707376,0.15120856,132.28749,0.01661966,57.690723,0.653054326901882
"59","Alabama","Shelby County",1117,0.39679483,0.055641398,74813.4571541364,0.073837899,0.80155319,0.11001871,0.059292104,0.016845889,2.6697447,817.6192,0.20662303,0.18907341,0.684066,-0.0071772798,248.53777,0.016072877,130.01653,0.717486829950316
"60","Alabama","Sumter County",1119,0.13427892,0.00096553704,20170.8913754269,0.34869125,0.24006395,0.74969119,0.0062486376,0.0022948913,1.4651419,582.00916,0.63856375,0.36444756,0.42156696,NA,15.226461,0.011126528,5.4973688,0.633726201269266
"61","Alabama","Talladega County",1121,0.12097263,0.018649852,38162.2789369433,0.18499839,0.64501584,0.32189426,0.020305987,0.0038961177,2.5955334,606.90436,0.39251432,0.32003471,0.51343226,0.039151661,111.69096,-0.011167851,44.382675,0.572733988565555
"62","Alabama","Tallapoosa County",1123,0.15572086,0.014984825,39655.5461841599,0.17421976,0.69295466,0.27011245,0.025038447,0.0042778505,1.5429493,553.58075,0.34254301,0.3676585,0.52979559,NA,58.080723,-0.0020358816,23.598783,0.661550583044437
"63","Alabama","Tuscaloosa County",1125,0.26493892,0.032868739,49409.2752804948,0.21566455,0.65043461,0.29937941,0.030561605,0.010332073,2.3745196,707.04169,0.33581138,0.34726506,0.58052284,-0.017632693,147.27075,0.01364226,67.790123,0.562092481081149
"64","Alabama","Walker County",1127,0.094960697,0.010285854,37432.2087343151,0.18403971,0.90397328,0.062814258,0.019500768,0.0025415623,3.0647604,545.05402,0.30252671,0.25494015,0.49997815,0.10689446,84.711319,-0.017551839,30.505831,0.63433595180919
"65","Alabama","Washington County",1129,0.091865979,0.0053119846,39395.1258745236,0.1954826,0.65155566,0.25152153,0.008588817,0.000966953,1.726289,627.60223,0.27165824,0.24774979,0.50194752,NA,16.275585,-0.0052084299,5.5406046,0.691762138570649
"66","Alabama","Wilcox County",1131,0.13182236,0.0030918876,25294.5192802057,0.37359256,0.26649529,0.72399312,0.0061696656,0.00056045962,1.3172414,306.07932,0.57926744,0.33196828,0.35705367,NA,13.134497,-0.041168913,2.525605,0.737690577355661
"67","Alabama","Winston County",1133,0.11445996,0.015275953,33836.7817350106,0.20380414,0.94906878,0.0068616238,0.026098676,0.0025530772,2.5491889,498.0827,0.30268455,0.36228061,0.54455698,NA,39.942577,-0.010182329,14.25332,0.606568832983927
"68","Alaska","Aleutians East Borough",2013,0.096453428,0.72238725,65926,0.10419486,0.13530722,0.072269976,0.12257243,0.35221729,NA,952,0.48717949,0.99072206,0.46469834,0.067917809,0.44987479,0.083038643,0.29834104,3.42647712127943
"69","Alaska","Aleutians West Census Area",2016,0.090228207,0.56620103,85068.8910267937,0.12547597,0.31379247,0.060960256,0.13055205,0.28431806,3.5979075,800,0.32100135,0.98054254,0.69993758,0.31602669,1.266663,0.036882121,0.9056378,2.41607142857143
"70","Alaska","Anchorage Municipality",2020,0.3187848,0.092463791,85058.1097331972,0.080088682,0.62644863,0.070545465,0.075596415,0.057634216,3.1329191,1276.3882,0.3249599,0.38427776,0.65124631,0.1036457,171.19067,0.0097669223,88.091988,0.0355451248133134
"71","Alaska","Bethel Census Area",2050,0.13704893,0.0056562033,52644.7036383942,0.18403779,0.10897549,0.0078175515,0.010638923,0.0084430445,-0.66132653,901.20959,0.33877608,0.89487666,0.53301704,0.012303104,0.41934922,0.0019468369,0.15341383,NA
"72","Alaska","Bristol Bay Borough",2060,0.15880503,0.0076263109,88000,0.050000001,0.47743231,0.0080240723,0.024072217,0.007021063,NA,1074,0.44329897,0.71503955,0.63986784,0.43094087,1.9787911,-0.082672656,0.88916588,NA
"73","Alaska","Denali Borough",2068,0.27520758,0.048951048,81302,0.046462514,0.88389921,0.0060240962,0.023001095,0.010405257,3.4848018,1229,0.1826923,0.61806655,0.55880398,-0.087011307,0.14319983,-0.042652547,0.0739526,NA
"74","Alaska","Dillingham Census Area",2070,0.19728933,0.015112057,55189.9220136167,0.17870413,0.17639779,0.0061893957,0.020837631,0.012599748,0.99625593,901.72186,0.32847273,0.83220214,0.53643823,0.019150959,0.26102957,0.0053600804,0.10318396,NA
"75","Alaska","Fairbanks North Star Borough",2090,0.27057645,0.049883366,74237.9587522161,0.076863445,0.74050277,0.055471864,0.057910863,0.023101382,3.2001278,1284.8149,0.26785699,0.41813913,0.59610105,0.051385947,13.297659,0.0086168991,6.0660577,NA
"76","Alaska","Haines Borough",2100,0.33055091,0.0060313633,53125,0.072259642,0.82216907,0.0063795852,0.018740032,0.0031897926,3.1474195,NA,0.22222222,0.75401068,0.53218883,0.18874706,1.0816872,-0.023426695,0.4425084,NA
"77","Alaska","Hoonah-Angoon Census Area",2105,0.28003019,0.02328784,53805.1023255814,0.16257845,0.46186048,0.013023256,0.035813954,0.0055813952,NA,722,0.32089666,0.75341707,0.5200398,-0.10987818,0.28571755,NA,0.12744331,NA
"78","Alaska","Juneau City and Borough",2110,0.33893424,0.067220591,85737.3729816147,0.066278726,0.67354119,0.017202238,0.050775379,0.059066214,2.9375267,1242.6449,0.31105018,0.50355893,0.70868391,0.15949619,11.575055,-0.0011903457,6.1815047,NA
"79","Alaska","Kenai Peninsula Borough",2122,0.22409762,0.031727817,65850.8845306859,0.095499016,0.8281408,0.008808664,0.029620938,0.0098878434,3.4423058,948.51245,0.28903216,0.47841841,0.55381906,0.16435935,3.4462738,0.01250932,1.5920043,NA
"80","Alaska","Ketchikan Gateway Borough",2130,0.2425018,0.072162494,67538.9352229725,0.082963258,0.66171998,0.012910885,0.039919864,0.06880562,2.9532373,1139.2383,0.33160004,0.59673357,0.66370612,0.087599345,2.7739506,-0.010827223,1.3597029,NA
"81","Alaska","Kodiak Island Borough",2150,0.22636457,0.17878336,81082.3549882284,0.10641581,0.52508825,0.012360212,0.073278397,0.18814386,2.692416,1058.7081,0.34613305,0.7166819,0.63633585,0.017535973,2.0752478,0.010524683,0.94403011,NA
"82","Alaska","Lake and Peninsula Borough",2164,0.13538875,0.018450184,43864,0.21424149,0.22194973,0.015941141,0.026364194,0.0036787246,2.3988495,725,0.34027779,0.8672986,0.47467321,-0.34476748,0.068958201,-0.046195377,0.022788761,NA
"83","Alaska","Matanuska-Susitna Borough",2170,0.20622398,0.031637639,74349.0799595483,0.10120928,0.82786673,0.016686331,0.03709197,0.0094150435,3.2028072,1026.3262,0.28054595,0.27477187,0.58682936,-0.045471966,3.6165223,0.027318209,1.6357758,NA
"84","Alaska","Nome Census Area",2180,0.13805065,0.011806232,53273.2406236831,0.23934485,0.15918668,0.0064264643,0.012115465,0.0087442053,1.457052,1143.6096,0.39558929,0.93663156,0.49905962,0.13400231,0.41338292,0.0044743787,0.15813246,NA
"85","Alaska","North Slope Borough",2185,0.14633943,0.039403293,72450.5652614805,0.12548883,0.32439023,0.017285259,0.02640509,0.054351617,1.1101568,983,0.52041274,0.9297719,0.60844213,-0.34863278,0.10631891,0.015272551,0.042527568,NA
"86","Alaska","Northwest Arctic Borough",2188,0.1238078,0.012043874,61471.0934467633,0.19725221,0.11032832,0.010102353,0.0077096904,0.0050641447,0.58294868,1084.875,0.44268984,0.92197204,0.5330956,0.1894456,0.21148309,0.0034385144,0.072077982,NA
"87","Alaska","Petersburg Borough",2195,0.27410418,0.02499349,63940,0.097370476,0.69436437,0.0070773265,0.034076016,0.020822871,2.5278206,931,0.27126437,0.82441372,0.61194062,0.18951485,1.1624074,NA,0.46161133,NA
"88","Alaska","Prince of Wales-Hyder Census Area",2198,0.17577676,0.023097394,52387.6281067251,0.14083327,0.49577263,0.0080949813,0.022845836,0.0036549708,2.7300873,891.8006,0.39585802,0.72648901,0.58216387,-0.18053952,1.4170736,NA,0.62913072,NA
"89","Alaska","Sitka City and Borough",2220,0.29123083,0.07330481,68389.8956198626,0.06792251,0.63517624,0.008670195,0.049206167,0.05717063,3.2028825,979.50769,0.31392023,0.83695227,0.65352738,-0.05810751,3.0940597,0.002106461,1.5228167,NA
"90","Alaska","Skagway Municipality",2230,0.32271469,0.14122806,64853,0.10842294,0.90082645,0.0020661156,0.021694215,0.0041322312,NA,1188,0.50375938,0.97118646,0.67375886,-0.11299267,2.1400542,NA,1.5365058,NA
"91","Alaska","Southeast Fairbanks Census Area",2240,0.20654084,0.051557377,67793.6604068858,0.098666511,0.78745198,0.014226775,0.033290651,0.0081192451,3.032402,1011.0492,0.37086228,0.51729602,0.44303134,-0.079747573,0.28378436,0.008225414,0.10565709,NA
"92",NA,NA,2261,0.23791298,0.046616938,72605.195931922,0.071700685,0.72114986,0.0080946451,0.036218349,0.035014667,3.6165285,1025.3853,0.38491338,0.65431798,0.5922786,0.35434195,0.28142622,-0.0095305108,0.12979017,NA
"93",NA,NA,2270,0.077088453,0.0014868884,NA,0.31375748,0.026679179,0.0028153907,0.00093846361,0.0019051516,-0.2462012,NA,0.44188482,0.95482546,0.44577432,0.24539496,0.43667296,NA,NA,NA
"94","Alaska","Wrangell City and Borough",2275,0.16242662,0.018819503,52986,0.082935303,0.71718025,0.0050654286,0.015618404,0.01350781,3.8934619,819,0.49632353,0.76861167,0.61734581,0.10916717,0.93213296,NA,0.38324082,NA
"95","Alaska","Yakutat City and Borough",2282,0.17948718,0.021943573,66875,0.04265403,0.40483382,0.0075528701,0.025679758,0.040785499,NA,943,0.37333333,0.86861312,0.71778142,-0.28732854,0.086542092,-0.0062594619,0.033727884,NA
"96","Alaska","Yukon-Koyukuk Census Area",2290,0.11384125,0.0088656163,38569.4547244095,0.23679918,0.21796708,0.0051896921,0.011811024,0.0025053686,1.8659627,619.86951,0.54386067,0.85859084,0.50254112,0.12100895,0.038404234,-0.028686175,0.015353446,NA
"97","Arizona","Apache County",4001,0.10242437,0.015969498,31463.7279565983,0.34455413,0.20369697,0.00605442,0.057509996,0.0025450387,1.6169322,506.92233,0.40761596,0.37276405,0.36239797,0.064423382,6.3869495,-0.001498224,1.5907985,0.675371558047544
"98","Arizona","Cochise County",4003,0.21427867,0.12370832,46652.0663971495,0.15645339,0.58475322,0.045817915,0.32390022,0.017346893,2.9489548,675.11841,0.32162437,0.44711939,0.48530549,-0.18362455,21.302721,-0.012014677,7.5558443,0.640119462419114
"99","Arizona","Coconino County",4005,0.2984471,0.058066543,50692.866836283,0.20848833,0.55222768,0.015749028,0.13514258,0.012203438,2.8935094,953.99756,0.36151877,0.50542086,0.63908035,-0.33298197,7.2196059,0.002994922,3.4969873,0.665153688338568
"100","Arizona","Gila County",4007,0.14281085,0.030667692,40390.1181782562,0.18918873,0.65858161,0.0051122266,0.1788906,0.0048412252,2.2503889,772.54102,0.35456109,0.5545401,0.44609573,0.20749928,11.264771,-0.0030584012,3.9702132,0.653499964563302
"101","Arizona","Graham County",4009,0.14115688,0.050436471,46583.6101020956,0.19047739,0.52345514,0.020607201,0.30413756,0.0055035376,3.3051391,723.24878,0.39593688,0.49990752,0.43966365,-0.26242059,8.0517511,0.017457159,2.8496969,0.544757683644554
"102","Arizona","Greenlee County",4011,0.12809056,0.045021418,51050.845679744,0.13726678,0.48050255,0.010548773,0.47884318,0.0039536734,3.7247963,566.02338,0.39175582,0.55082279,0.556198,NA,4.577549,0.031290431,2.3389611,0.548526347127121
"103","Arizona","La Paz County",4012,0.089579955,0.12119024,36783.5026111572,0.19388899,0.627361,0.010395822,0.23456489,0.0046985704,2.4132349,655.61627,0.50455374,0.59470022,0.39723754,0.14868376,5.2717748,0.0040916302,1.6383576,0.458361502058878
"104","Arizona","Maricopa County",4013,0.28014687,0.15783997,61673.7773098297,0.13974999,0.58684474,0.054241721,0.29570511,0.030151838,3.460727,947.11792,0.32326698,0.2277379,0.61964482,0.0029906514,472.97501,0.0045662792,193.6635,0.685607748286763
"105","Arizona","Mohave County",4015,0.1193167,0.064320728,40380.1887794351,0.16088273,0.79614955,0.012448423,0.14770763,0.0090868967,3.5140235,716.06378,0.37523338,0.43701005,0.49434045,-0.1861452,15.039048,-0.017676275,5.1752367,0.620810325090896
"106","Arizona","Navajo County",4017,0.13573605,0.026702078,36195.785619224,0.24467954,0.43910134,0.011391451,0.1076883,0.0052494584,2.8389716,558.44745,0.40047935,0.46590826,0.44760317,-0.24322328,10.798435,0.0051106196,3.6463776,0.649181109076773
"107","Arizona","Pima County",4019,0.28391373,0.13115053,50349.6116360009,0.1643203,0.55260682,0.038453966,0.34562358,0.02237921,3.1437624,840.6637,0.35937336,0.25753799,0.56299525,0.045321945,106.70071,0.0020691827,46.382759,0.682936591780304
"108","Arizona","Pinal County",4021,0.17514139,0.10968675,51648.9663278069,0.13272186,0.58675784,0.050294064,0.28468743,0.014819265,2.8502119,786.10779,0.33630902,0.24782832,0.48773539,0.016251409,70.033058,0.065470524,25.406994,0.567563338232451
